,PC1,PC2,dataset
0,-0.0630379003472,0.101939359585,mhe_zhang
1,-0.0143559090779,0.131630170533,mhe_zhang
2,0.0236519757988,0.167189153916,mhe_zhang
3,0.211983330813,0.176162920953,mhe_zhang
4,0.211433109169,0.131478638674,mhe_zhang
5,0.260946420078,0.213182657086,mhe_zhang
6,0.246791235857,0.177561355434,mhe_zhang
7,-0.160545394178,-0.433687526518,mhe_zhang
8,0.218938730731,0.199175390948,mhe_zhang
9,0.0505154810707,0.216291152835,mhe_zhang
10,-0.0809463167135,-0.268003125867,mhe_zhang
11,0.0341658312059,0.0279259421752,mhe_zhang
12,0.115070017729,-0.0374621563367,mhe_zhang
13,0.164892369772,0.0085407883847,mhe_zhang
14,0.146674000887,0.0931408908851,mhe_zhang
15,0.0547275156324,-0.0129149765412,mhe_zhang
16,0.0207345469576,-0.126453326591,mhe_zhang
17,0.143696715308,0.0374718538977,mhe_zhang
18,-0.170250571241,-0.0800866521478,mhe_zhang
19,0.263577174983,-0.0363844449253,mhe_zhang
20,-0.185710117278,-0.0807543585015,mhe_zhang
21,0.20914055676,0.176000572948,mhe_zhang
22,-0.130671248773,-0.448802101516,mhe_zhang
23,0.174310449287,0.0932483436108,mhe_zhang
24,0.204476122364,0.177658791905,mhe_zhang
25,-0.0859673987035,0.13070889606,hiv_noguerajulian
26,-0.0791570054538,0.0118256712205,hiv_noguerajulian
27,-0.0421347174083,-0.199078857253,hiv_noguerajulian
28,0.0341889315403,0.155132686459,hiv_noguerajulian
29,0.330585063168,0.385349892571,hiv_noguerajulian
30,0.305690596083,0.319950002222,hiv_noguerajulian
31,-0.0571029774069,-0.0938754161993,hiv_noguerajulian
32,-0.0407206659243,-0.0622041035033,hiv_noguerajulian
33,-0.0763282773694,-0.0207043298955,hiv_noguerajulian
34,0.0564439759846,-0.103853465274,hiv_noguerajulian
35,0.271549543757,0.248917589335,hiv_noguerajulian
36,-0.0465002130754,-0.176351874998,hiv_noguerajulian
37,-0.0725268795311,-0.0216920939322,hiv_noguerajulian
38,-0.0403618443903,-0.12592180339,hiv_noguerajulian
39,-0.0378953188672,-0.101788243623,hiv_noguerajulian
40,-0.0789352971238,-0.0467720793661,hiv_noguerajulian
41,-0.0635975219492,-0.100891118805,hiv_noguerajulian
42,-0.0378383781373,-0.264129450237,hiv_noguerajulian
43,-0.0376507889813,-0.210635573314,hiv_noguerajulian
44,-0.0519846438875,-0.184516998814,hiv_noguerajulian
45,-0.0664872768221,-0.0264243101114,hiv_noguerajulian
46,-0.0274165068932,-0.164697097832,hiv_noguerajulian
47,-0.0457875177703,-0.0289603982544,hiv_noguerajulian
48,-0.180973413025,0.0382177428474,hiv_noguerajulian
49,-0.177938421387,0.141574500263,hiv_noguerajulian
50,0.233368049716,-0.193821449669,hiv_noguerajulian
51,0.114294848793,-0.119539408444,hiv_noguerajulian
52,-0.102088177225,0.04542061334,hiv_noguerajulian
53,0.201606466427,0.0163357259543,hiv_noguerajulian
54,-0.0626997274757,-0.0853176763086,hiv_noguerajulian
55,0.196340379114,0.32266267118,hiv_noguerajulian
56,-0.0628067156604,-0.230711938569,hiv_noguerajulian
57,-0.104572848691,-0.273128782385,hiv_noguerajulian
58,-0.0305746429694,-0.136785191693,hiv_noguerajulian
59,0.165867953672,0.0241687494628,hiv_lozupone
60,-0.176650465384,-0.355391284467,hiv_lozupone
61,-0.00516044896976,0.134410705994,hiv_lozupone
62,0.0648010336512,0.0379278649564,hiv_lozupone
63,0.19525172422,0.130882677728,hiv_lozupone
64,-0.0632101947465,0.017642080771,hiv_lozupone
65,-0.218597593427,-0.0492258395665,hiv_lozupone
66,-0.160290151717,-0.379685106647,hiv_lozupone
67,0.1046951537,0.0376204411735,hiv_lozupone
68,-0.142714574802,-0.0688968812575,hiv_lozupone
69,0.0111367149195,0.155697814672,hiv_lozupone
70,0.224066871749,0.163683217293,hiv_lozupone
71,-0.199110595337,-0.0440408053742,hiv_lozupone
72,0.151265111234,0.137532781498,t1d_alkanani
73,-0.224794108099,0.0807825610162,t1d_alkanani
74,0.144424571126,-0.171738664709,t1d_alkanani
75,0.17812040208,0.154533018755,t1d_alkanani
76,0.184880822861,0.107889879157,t1d_alkanani
77,0.199501802801,0.154035128998,t1d_alkanani
78,0.144383724638,0.0985559974899,t1d_alkanani
79,0.167528787944,0.179582301308,t1d_alkanani
80,0.219884840514,-0.139051141908,t1d_alkanani
81,0.135257546811,0.0966302438034,t1d_alkanani
82,0.0647470783016,0.1091197001,t1d_alkanani
83,0.2164250291,0.181969140441,t1d_alkanani
84,0.139327579978,0.180414711171,t1d_alkanani
85,0.169671189319,0.133388132385,t1d_alkanani
86,0.271030182233,0.013120631916,t1d_alkanani
87,0.219408000771,0.185709125396,t1d_alkanani
88,0.224266465783,0.178944847247,t1d_alkanani
89,0.118878305375,0.110256979091,t1d_alkanani
90,0.223999190302,0.187741235136,t1d_alkanani
91,-0.191755389316,0.144149662384,t1d_alkanani
92,0.0882933767419,0.116366615249,t1d_alkanani
93,0.183305494529,0.150763671697,t1d_alkanani
94,0.19504417293,0.155833814835,t1d_alkanani
95,-0.0116673845179,0.191552730114,t1d_alkanani
96,0.174460009348,0.102876612106,t1d_alkanani
97,0.174399042584,0.153713092576,t1d_alkanani
98,0.213657673449,-0.034441462435,t1d_alkanani
99,0.15094791429,0.04127870963,t1d_alkanani
100,0.187375155362,0.144505810608,t1d_alkanani
101,0.03341414036,0.0387223528602,t1d_alkanani
102,0.146042276407,0.142733051822,t1d_alkanani
103,0.145810446265,0.0976955616031,t1d_alkanani
104,0.20232609826,0.167388207845,t1d_alkanani
105,0.183371556706,-0.014561333831,t1d_alkanani
106,-0.135968757842,-0.484955033277,t1d_alkanani
107,-0.060124556291,0.111696956775,t1d_alkanani
108,0.181768496365,0.155447929755,t1d_alkanani
109,-0.029329469253,0.00457682529151,t1d_alkanani
110,0.285472014468,-0.183045877501,t1d_alkanani
111,0.118492640581,-0.154967460898,t1d_alkanani
112,0.151229743223,0.12707463169,t1d_alkanani
113,0.115596024689,0.149980489087,t1d_alkanani
114,0.274173773989,-0.140915874671,t1d_alkanani
115,0.133779103889,0.130923711064,t1d_alkanani
116,0.1840825236,0.153143189487,t1d_alkanani
117,0.291317610267,-0.21784502406,t1d_alkanani
118,0.111618037366,0.129268997159,t1d_alkanani
119,0.1948224571,0.0949442838124,t1d_alkanani
120,0.151286562211,0.00937821030803,t1d_alkanani
121,0.104274208059,0.189845319604,t1d_alkanani
122,-0.830068667961,0.0385407768598,t1d_alkanani
123,0.127282146648,-0.107388334318,t1d_alkanani
124,0.22763809905,0.188771734785,t1d_alkanani
125,0.214116822547,-0.0766631381344,t1d_alkanani
126,0.0757792020887,0.0964793689353,t1d_alkanani
127,-0.223563532946,-0.278338295668,edd_singh
128,0.215843542008,0.0798094176612,edd_singh
129,0.247593481675,0.0610644986459,edd_singh
130,0.145630978934,0.1399041739,edd_singh
131,0.206828764996,0.156179144619,edd_singh
132,0.120722477469,0.116605906324,edd_singh
133,-0.189498113794,-0.473408717504,edd_singh
134,-0.216115795196,-0.634615338533,edd_singh
135,0.19550305702,0.143304421819,edd_singh
136,0.225679610103,0.16414127245,edd_singh
137,0.0870606983999,0.00995536032752,edd_singh
138,0.172349213446,0.20405813671,edd_singh
139,0.181578566145,0.0998420873529,edd_singh
140,0.187616353435,-0.0400712502396,edd_singh
141,0.208573974683,0.224390707734,edd_singh
142,0.098304898123,0.143518409996,edd_singh
143,0.133071786904,0.168047265027,edd_singh
144,-0.0788885181494,0.0347190983384,edd_singh
145,0.0150166802534,0.0262098211011,edd_singh
146,0.25766575093,0.223196900059,edd_singh
147,0.000473479344658,-0.43517503823,edd_singh
148,0.200066019816,0.0134589993895,edd_singh
149,0.135390883666,-0.108031925028,edd_singh
150,-0.120218525399,0.185561489361,edd_singh
151,-0.130614207627,-0.294388337851,edd_singh
152,0.157798656939,-0.0692373410619,edd_singh
153,-0.0955817451667,0.184185908973,edd_singh
154,0.261155697504,0.130679745671,edd_singh
155,-0.113527796813,-0.159250505498,edd_singh
156,0.315109568407,0.251885929237,edd_singh
157,0.0137135389677,-0.156416849074,edd_singh
158,0.0734665096473,0.0977485244457,edd_singh
159,-0.142844046346,0.079155145841,edd_singh
160,0.0976847844074,0.0198807169986,edd_singh
161,-0.0498495943581,0.187318200458,edd_singh
162,0.0478498035113,0.0867481441849,edd_singh
163,0.101807703751,0.0880656764618,edd_singh
164,0.155753086081,-0.097794972025,edd_singh
165,0.160565119783,-0.0068855177283,edd_singh
166,0.0396427991475,-0.00677654446165,edd_singh
167,-0.198330106793,-0.269146155638,edd_singh
168,-0.298629620056,-0.0164318286092,edd_singh
169,-0.244147769165,-0.286843125512,edd_singh
170,0.206431713289,-0.117350957631,edd_singh
171,-0.0573267497316,0.282189757261,edd_singh
172,-0.00752655980881,-0.12233544684,edd_singh
173,0.180621813987,0.117846858417,edd_singh
174,-0.2931995005,-0.12058551794,edd_singh
175,0.161432153451,0.206036900351,edd_singh
176,0.0926160445862,0.105226656636,edd_singh
177,-0.171100575879,-0.112212757687,edd_singh
178,-0.288002959596,-0.104418533685,edd_singh
179,0.0075914786504,0.110633997995,edd_singh
180,0.100541612811,0.135788773189,edd_singh
181,0.183120324335,0.197667905363,edd_singh
182,0.0737292598102,0.0849192153911,edd_singh
183,-0.0069005127654,0.007223364846,edd_singh
184,-0.15744734032,0.0786438754641,edd_singh
185,0.103792971914,0.15075929133,edd_singh
186,-0.256555760232,-0.0729891401865,edd_singh
187,-0.228261836266,0.0544660430222,edd_singh
188,-0.226300868321,-0.366768658741,edd_singh
189,0.125267615945,0.212748062787,edd_singh
190,-0.325205548794,-0.418272279867,edd_singh
191,0.133103675204,0.164281547591,edd_singh
192,0.029656271985,-0.32080061528,edd_singh
193,-0.0744196156907,-0.0552379303003,edd_singh
194,0.103502806712,0.083495744449,edd_singh
195,0.191959224338,0.0879013951363,edd_singh
196,-0.0247222857321,-0.119893331392,edd_singh
197,-0.163696864816,0.00210435961166,edd_singh
198,-0.182804246247,0.103500582475,edd_singh
199,0.117729841992,0.160426834397,edd_singh
200,-0.140361035775,-0.166525598565,edd_singh
201,-0.0639696774121,0.0610407039715,edd_singh
202,-0.10086781506,-0.155958771796,edd_singh
203,-0.107744869026,-0.03970792692,edd_singh
204,0.100905678774,0.0708531067451,edd_singh
205,-0.0816359827944,-0.179647672575,edd_singh
206,0.0675964954526,0.140174509394,edd_singh
207,0.136064913279,0.0489054720986,edd_singh
208,-0.0146920125769,-0.446885365216,edd_singh
209,-0.1267249294,-0.0626022382737,crc_chen
210,-0.0454610064887,0.0195470669887,crc_chen
211,0.295414477663,0.024764873225,crc_chen
212,0.0191352072801,0.0204522836833,crc_chen
213,-0.11332757935,-0.0819942961552,crc_chen
214,0.03485581133,-0.0739302581739,crc_chen
215,-0.223790578991,0.0133475463659,crc_chen
216,0.0206226682106,-0.00962918948855,crc_chen
217,0.0382368251456,-0.0401621093472,crc_chen
218,-0.0921092300606,0.0373455219437,crc_chen
219,0.0139479612951,-0.0552011946065,crc_chen
220,-0.0625345693894,-0.0165085444755,crc_chen
221,0.0783922024394,-0.0687756351,crc_chen
222,0.143189381863,-0.0143934995293,crc_chen
223,0.0855334086154,0.0561217013378,crc_chen
224,-0.109367192029,-0.344700755083,crc_chen
225,-0.0887956971126,-0.059462327063,crc_chen
226,0.178602053523,0.153349916608,crc_chen
