Dataset,Taxonomic Level,Traita,Taxonomyb,BMI              p valuec,BMI               q valued,Direction of association (Higher in)e,Permutation p valuef,Ag,A 95% CIh,Ci,C 95% CIj,Ek,E 95% CIl,rMZm,rDZn,2*(rMZ-rDZ)o,,,
TwinsUK,OTU,336559,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.153620588,0.302253494,Lean,0.0316,0.162331649,(0?0.29),3.26E-13,(0?0.15),0.837668351,(0.71?0.97),0.209087992,0.01781329,0.382549404,,,
TwinsUK,Genus,k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Desulfovibrionales.f__Desulfovibrionaceae.g__Desulfovibrio,NA,0.155020354,0.304348815,Lean,0.1261,0.022899327,(0?0.15),0,(0?0.09),0.977100673,(0.85?1),0.0681895,-0.050193309,0.236765618,,,
TwinsUK,OTU,271159,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Granulicatella; s__,0.158882522,0.311259079,Obese,0.1511,0.044542195,(0?0.17),0,(0?0.11),0.955457805,(0.83?1),0.079215607,-0.02016797,0.198767154,,,
TwinsUK,OTU,3439403,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.159637222,0.311928268,Obese,0.671,9.24E-13,(0?0),0.007809521,(0?0.1),0.992190479,(0.89?1),-0.035245012,0.047063541,-0.164617106,,,
TwinsUK,OTU,175642,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.159910421,0.311928268,Lean,1,0,(0?0.26),0,(0?0.16),1,(0.74?1),0.152130997,-0.019689767,0.343641527,,,
TwinsUK,OTU,4453501,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar,0.161262049,0.313833596,Lean,0.1393,0.213813027,(0?0.37),0.030371192,(0?0.26),0.755815781,(0.63?0.9),0.245863499,0.138736849,0.214253301,,,
TwinsUK,OTU,197460,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.161577693,0.313833596,Obese,0.0558,0.128631164,(0?0.25),5.16E-14,(0?0.14),0.871368836,(0.75?1),0.176533147,0.000629538,0.351807217,,,
TwinsUK,OTU,199293,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.163517342,0.316923804,Obese,0.1544,0.141367387,(0?0.27),4.89E-12,(0?0.18),0.858632613,(0.73?0.99),0.14221407,0.066903898,0.150620344,,,
TwinsUK,OTU,2943548,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__,0.164425263,0.318005455,Lean,0.1055,0.241421854,(0?0.36),4.06E-11,(0?0),0.758578146,(0.64?0.88),0.251332429,0.113719518,0.27522582,,,
TwinsUK,OTU,1646171,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.167538575,0.32212478,Lean,0.1508,0.07241539,(0?0.2),4.77E-17,(0?0.13),0.92758461,(0.8?1),0.096503144,0.005121629,0.18276303,,,
TwinsUK,OTU,4437814,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.167618285,0.32212478,Obese,0.5636,8.87E-12,(0?0),0.008756203,(0?0.1),0.991243797,(0.9?1),-0.010048076,0.026833751,-0.073763655,,,
TwinsUK,OTU,194089,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.167059724,0.32212478,Lean,0.6791,8.75E-14,(0?0.15),0.050523187,(0?0.15),0.949476813,(0.84?1),0.000983871,0.092815555,-0.183663367,,,
TwinsUK,OTU,292735,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.168055336,0.322283334,Obese,0.4235,0.037899492,(0?0.36),0.213518657,(0?0.33),0.748581851,(0.63?0.85),0.267920396,0.224096053,0.087648686,,,
TwinsUK,OTU,178809,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.168502476,0.322460527,Obese,0.0424,0.067376342,(0?0.2),8.47E-14,(0?0.1),0.932623658,(0.8?1),0.134103322,-0.048661954,0.365530553,,,
TwinsUK,OTU,175761,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.169235171,0.32318229,Lean,0.2271,0.156341873,(0?0.29),0.013724281,(0?0.21),0.829933847,(0.71?0.96),0.180036149,0.089141962,0.181788374,,,
TwinsUK,OTU,3588390,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.172611092,0.328938119,Obese,0.7128,5.93E-14,(0?0),0,(0?0),1,(1?1),-0.057288039,0.038315954,-0.191207986,,,
TwinsUK,OTU,4278525,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.173819131,0.33031305,Obese,0.2396,0.057370362,(0?0.18),0,(0?0.12),0.942629638,(0.82?1),0.080742113,0.001955936,0.157572353,,,
TwinsUK,OTU,178015,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.174059352,0.33031305,Obese,1,0,(0?0.16),0.040735999,(0?0.14),0.959264001,(0.84?1),0.001220684,0.071896762,-0.141352157,,,
TwinsUK,OTU,322580,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.175630344,0.331652166,Lean,0.262,0.111660668,(0?0.24),1.18E-12,(0?0.17),0.888339332,(0.76?1),0.115233361,0.054487301,0.121492121,,,
TwinsUK,OTU,772282,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__,0.175555866,0.331652166,Lean,0.6012,3.80E-12,(0?0.22),0.09555099,(0?0.19),0.90444901,(0.78?1),0.088349063,0.105401769,-0.034105411,,,
TwinsUK,OTU,184209,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.175859564,0.331652166,Obese,0.6582,1.16E-12,(0?0),0.061699697,(0?0.16),0.938300303,(0.82?1),0.038023152,0.082860636,-0.089674967,,,
TwinsUK,OTU,4439360,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.179778197,0.338340334,Lean,0.1441,0.040262138,(0?0.17),5.69E-12,(0?0.1),0.959737862,(0.83?1),0.083102814,-0.034115772,0.234437174,,,
TwinsUK,OTU,199430,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.180201425,0.338436147,Obese,0.1274,0.121434456,(0?0.25),5.55E-15,(0?0.16),0.878565544,(0.75?1),0.145776993,0.031040394,0.229473198,,,
TwinsUK,OTU,193975,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.181125338,0.339469963,Lean,0.3478,0.054367237,(0?0.18),1.56E-13,(0?0),0.945632763,(0.82?1),0.064082882,0.020489251,0.087187261,,,
TwinsUK,OTU,231952,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__,0.182067594,0.340533833,Lean,0.0116,0.076717637,(0?0.21),8.21E-15,(0?0),0.923282363,(0.79?1),0.160548175,-0.071977587,0.465051524,,,
TwinsUK,OTU,197343,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.183712028,0.342903969,Obese,0.1885,0.108637655,(0?0.23),0,(0?0),0.891362345,(0.77?1),0.123366774,0.039051383,0.168630783,,,
TwinsUK,OTU,4424239,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__,0.187678574,0.349589803,Obese,0.5869,4.66E-12,(0?0),0.118755045,(0?0.21),0.881244955,(0.79?0.98),0.06796811,0.155348248,-0.174760276,,,
TwinsUK,OTU,798581,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__bromii,0.19012752,0.35342723,Obese,0.2039,0.091941766,(0?0.22),1.36E-12,(0?0),0.908058234,(0.78?1),0.11067224,0.024829387,0.171685706,,,
TwinsUK,Family,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae,NA,0.190537962,0.353467362,Lean,0.8921,2.25E-15,(0?0),0.087568338,(0?0.18),0.912431662,(0.82?1),0.057451396,0.110691675,-0.106480558,,,
TwinsUK,OTU,196054,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.194609416,0.360285049,Obese,0.1642,0.205055856,(0?0.35),0.021194312,(0?0.25),0.773749832,(0.65?0.91),0.236064054,0.12169824,0.228731627,,,
TwinsUK,OTU,352747,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.196920122,0.363821933,Lean,0.0399,0.161401315,(0?0.28),7.51E-14,(0?0.15),0.838598685,(0.72?0.97),0.208263142,0.016921471,0.382683342,,,
TwinsUK,OTU,4409280,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.197461675,0.36408248,Lean,0.1679,0.137901283,(0?0.26),2.50E-13,(0?0.17),0.862098717,(0.74?0.99),0.159834677,0.042845017,0.23397932,,,
TwinsUK,OTU,266274,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.197966527,0.364274439,Lean,0.9043,1.51E-15,(0?0.21),0.092819393,(0?0.19),0.907180607,(0.81?1),0.065326553,0.116442452,-0.102231797,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Peptostreptococcaceae.g__,NA,0.199607332,0.366551645,Lean,0.0868,0.272813758,(0?0.38),2.51E-13,(0?0),0.727186242,(0.62?0.86),0.294824397,0.124159596,0.341329601,,,
TwinsUK,OTU,180999,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.202321358,0.3702744,Lean,0.4639,0.010676555,(0?0.22),0.068081736,(0?0.17),0.921241709,(0.78?1),0.078397063,0.076976009,0.002842108,,,
TwinsUK,OTU,208539,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__,0.202449259,0.3702744,Lean,0.6376,1.67E-12,(0?0),0.0546257,(0?0.15),0.9453743,(0.81?1),0.049087843,0.062335507,-0.026495327,,,
TwinsUK,OTU,215231,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.207940294,0.377072037,Lean,0.2551,0.082391146,(0?0.21),1.97E-12,(0?0.15),0.917608854,(0.79?1),0.089759289,0.034337803,0.110842972,,,
TwinsUK,OTU,4354235,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.207058007,0.377072037,Lean,0.373,0.066855372,(0?0.29),0.083250906,(0?0.22),0.849893722,(0.71?0.96),0.152039233,0.116857589,0.070363288,,,
TwinsUK,OTU,193148,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.208654824,0.377072037,Lean,0.4156,0.037845622,(0?0.19),0.018307379,(0?0.14),0.943846998,(0.81?1),0.058446745,0.039494713,0.037904064,,,
TwinsUK,OTU,197930,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.208438747,0.377072037,Obese,0.1578,0.014349413,(0?0.14),2.09E-10,(0?0),0.985650586,(0.86?1),0.053678581,-0.043915775,0.195188712,,,
TwinsUK,OTU,197072,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.208405033,0.377072037,Obese,0.6784,1.96E-12,(0?0.16),0.089422732,(0?0.18),0.910577268,(0.81?1),0.000878424,0.159042927,-0.316329007,,,
TwinsUK,OTU,176862,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.20828441,0.377072037,Lean,0.7299,2.60E-13,(0?0),0.031457854,(0?0.13),0.968542146,(0.87?1),-0.089352674,0.120870533,-0.420446413,,,
TwinsUK,OTU,189920,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.213408792,0.38300485,Obese,0.4647,0.01344212,(0?0.19),0.040676277,(0?0.15),0.945881603,(0.81?1),0.058004803,0.048484691,0.019040224,,,
TwinsUK,OTU,179319,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.213623167,0.38300485,Obese,0.0977,7.29E-11,(0?0.12),2.62E-15,(0?0.07),1,(0.88?1),0.035869947,-0.075125515,0.221990923,,,
TwinsUK,OTU,195494,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.212704638,0.38300485,Lean,0.6557,1.16E-12,(0?0),0.078207999,(0?0.17),0.921792001,(0.81?1),0.035594038,0.112151919,-0.153115763,,,
TwinsUK,OTU,183147,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.213152154,0.38300485,Lean,0.7713,1.52E-15,(0?0.1),3.44E-15,(0?0.08),1,(0.9?1),-0.070138166,0.031951058,-0.204178449,,,
TwinsUK,OTU,340474,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.215253661,0.385168461,Lean,0.2104,0.045756817,(0?0.17),1.09E-14,(0?0),0.954243183,(0.83?1),0.072145918,-0.007981414,0.160254664,,,
TwinsUK,OTU,350503,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.217259981,0.38799474,Lean,1,0,(0?0.2),0.103578818,(0?0.2),0.896421182,(0.8?0.99),0.047297417,0.145653918,-0.196713001,,,
TwinsUK,OTU,344525,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii,0.218037265,0.38861936,Obese,0.2391,0.047341649,(0?0.18),3.36E-13,(0?0),0.952658351,(0.82?1),0.068532361,-0.003783396,0.144631515,,,
TwinsUK,OTU,4388775,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__dispar,0.219683889,0.390787975,Lean,0.2389,0.137004591,(0?0.34),0.072433611,(0?0.25),0.790561797,(0.66?0.92),0.212960018,0.142552614,0.140814808,,,
TwinsUK,OTU,189877,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.222551994,0.395116723,Lean,0.6772,8.68E-13,(0?0),0.137384054,(0?0.23),0.862615946,(0.74?0.96),0.129803388,0.143550795,-0.027494814,,,
TwinsUK,OTU,4469007,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.223949526,0.396822844,Obese,0.4688,0.016376896,(0?0.22),0.064254061,(0?0.17),0.919369043,(0.78?1),0.075862298,0.073357385,0.005009826,,,
TwinsUK,OTU,179201,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.225001057,0.397910429,Lean,0.0167,0.118949728,(0?0.24),2.77E-12,(0?0),0.881050272,(0.76?1),0.184875113,-0.031138157,0.432026539,,,
TwinsUK,OTU,193654,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.226499275,0.399782215,Lean,1,0,(0?0.29),0.161354095,(0?0.25),0.838645905,(0.71?0.93),0.157606954,0.164075424,-0.01293694,,,
TwinsUK,Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Prevotellaceae.g__Prevotella,NA,0.226949155,0.399799964,Lean,0.6092,3.50E-12,(0?0.21),0.087124926,(0?0.18),0.912875074,(0.82?1),0.053685034,0.112387162,-0.117404255,,,
TwinsUK,Genus,k__Bacteria.p__Firmicutes.c__Erysipelotrichi.o__Erysipelotrichales.f__Erysipelotrichaceae.g__.Eubacterium.,NA,0.229026693,0.402679427,Lean,0.9004,3.57E-26,(0?0),0.122137511,(0?0.22),0.877862489,(0.78?0.97),0.033436088,0.188991247,-0.311110319,,,
TwinsUK,OTU,175261,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.233642565,0.407428026,Obese,0.331,0.095763722,(0?0.31),0.077738236,(0?0.24),0.826498042,(0.69?0.95),0.177525188,0.126913763,0.101222849,,,
TwinsUK,OTU,4468234,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.233968569,0.407428026,Obese,0.4735,0.013518845,(0?0.22),0.071504112,(0?0.18),0.914977042,(0.78?1),0.091018053,0.0773005,0.027435107,,,
TwinsUK,OTU,4450010,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.232890592,0.407428026,Obese,0.268,1.18E-11,(0?0),8.81E-13,(0?0),1,(1?1),0.023722939,-0.038341338,0.124128554,,,
TwinsUK,OTU,190980,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.233347291,0.407428026,Obese,0.7218,2.51E-13,(0?0),0.06435833,(0?0.16),0.93564167,(0.71?1),0.190668421,-0.017373897,0.416084635,,,
TwinsUK,OTU,12574,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__,0.232905068,0.407428026,Obese,0.9116,7.81E-16,(0?0.2),0.146159446,(0?0.24),0.853840554,(0.76?0.95),0.082989161,0.193113091,-0.22024786,,,
TwinsUK,OTU,348009,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.234776789,0.408053731,Lean,0.4294,0.037429056,(0?0.22),0.05135126,(0?0.17),0.911219684,(0.78?1),0.090706901,0.070580331,0.040253141,,,
TwinsUK,OTU,177758,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__,0.237474897,0.411563767,Obese,0.3078,0.052239394,(0?0.18),0,(0?0.13),0.947760606,(0.82?1),0.062844888,0.016098409,0.093492959,,,
TwinsUK,OTU,339566,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.237701846,0.411563767,Lean,0.493,0.005743775,(0?0.32),0.185056159,(0?0.28),0.809200066,(0.67?0.91),0.193268628,0.188695636,0.009145983,,,
TwinsUK,OTU,3931537,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__,0.239229196,0.413420798,Obese,0.5594,6.50E-12,(0?0),0.090998324,(0?0.19),0.909001676,(0.81?1),0.083368921,0.098031436,-0.029325031,,,
TwinsUK,OTU,186416,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.245439578,0.421747782,Obese,0.2058,0.046321897,(0?0.18),2.54E-12,(0?0),0.953678103,(0.82?1),0.074461923,-0.009829934,0.168583714,,,
TwinsUK,OTU,3265556,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.244619556,0.421747782,Obese,0.6646,8.69E-13,(0?0),0.119223861,(0?0.21),0.880776139,(0.79?0.98),-0.005673004,0.207480858,-0.426307725,,,
TwinsUK,OTU,175729,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.24518143,0.421747782,Obese,0.7433,2.63E-13,(0?0),0.027897897,(0?0.12),0.972102103,(0.88?1),0.01011127,0.044717292,-0.069212044,,,
TwinsUK,OTU,194151,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.246325334,0.422471186,Lean,0.5046,1.12E-10,(0?0),0.032901179,(0?0.13),0.96709882,(0.84?1),0.009035419,0.052084878,-0.086098919,,,
TwinsUK,OTU,352347,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.247872124,0.424323467,Obese,0.011,0.175575313,(0?0.3),2.04E-12,(0?0.13),0.824424687,(0.7?0.95),0.236058893,-0.002563637,0.47724506,,,
TwinsUK,OTU,181074,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__cc_115; s__,0.253355754,0.432895452,Lean,0.0235,0.230954452,(0?0.35),0,(0?0),0.769045548,(0.65?0.9),0.248798831,0.084083366,0.329430929,,,
TwinsUK,OTU,4433947,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.255765556,0.435289517,Lean,0.1106,0.111532498,(0?0.24),2.37E-11,(0?0.15),0.888467502,(0.76?1),0.133421586,0.025007824,0.216827524,,,
TwinsUK,Family,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae,NA,0.2561935,0.435289517,Obese,0.5096,2.45E-10,(0?0),0.111305899,(0?0.21),0.888694101,(0.75?0.98),0.107911313,0.117274558,-0.018726489,,,
TwinsUK,Genus,k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Bacteroidaceae.g__Bacteroides,NA,0.256193437,0.435289517,Obese,0.859,7.25E-39,(0?0.25),0.111306118,(0?0.21),0.888693882,(0.79?0.98),0.107911325,0.11727481,-0.018726969,,,
TwinsUK,OTU,193946,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.258480927,0.438356647,Obese,0.1819,0.115179507,(0?0.24),3.57E-11,(0?0.16),0.884820493,(0.76?1),0.135321278,0.035610892,0.199420773,,,
TwinsUK,OTU,182886,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis,0.263028691,0.44523851,Obese,0.9092,1.09E-36,(0?0.12),0.032980651,(0?0.13),0.967019349,(0.87?1),-0.047922704,0.107332038,-0.310509484,,,
TwinsUK,OTU,161423,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.264115854,0.446247791,Obese,0.2683,0.030026936,(0?0.16),0,(0?0),0.969973064,(0.84?1),0.052296623,-0.010222049,0.125037344,,,
TwinsUK,OTU,174818,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.265449923,0.446840704,Obese,0.0167,0.228230846,(0?0.35),3.23E-14,(0?0),0.771769154,(0.65?0.9),0.25966488,0.061667911,0.395993937,,,
TwinsUK,OTU,4331360,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.265356707,0.446840704,Lean,0.9302,8.31E-26,(0?0),0.073235904,(0?0.17),0.926764096,(0.83?1),0.034577947,0.094862809,-0.120569723,,,
TwinsUK,OTU,193672,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__; s__,0.269486621,0.452797298,Lean,0.373,0.063788926,(0?0.19),0,(0?0.17),0.936211074,(0.81?1),0.01674434,0.101235997,-0.168983314,,,
TwinsUK,OTU,4467447,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__,0.271508676,0.455353111,Obese,0.3584,0.061441245,(0?0.18),8.14E-12,(0?0),0.938558755,(0.82?1),0.073263534,0.0231472,0.100232667,,,
TwinsUK,OTU,189588,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.273732999,0.457497231,Obese,0.0822,0.165061957,(0?0.29),0,(0?0),0.834938043,(0.71?0.96),0.193904794,0.047968429,0.29187273,,,
TwinsUK,OTU,181422,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii,0.273793723,0.457497231,Lean,0.6266,3.07E-12,(0?0.19),0.093033386,(0?0.19),0.906966614,(0.81?1),0.040342912,0.132892592,-0.18509936,,,
TwinsUK,OTU,195548,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__,0.27634376,0.460910969,Obese,0.1496,0.014398685,(0?0.14),4.74E-14,(0?0.09),0.985601315,(0.86?1),0.055946169,-0.047405018,0.206702373,,,
TwinsUK,OTU,367176,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.277952852,0.462745683,Lean,0.1918,0.130184479,(0?0.25),2.14E-13,(0?0),0.869815521,(0.75?0.99),0.154070072,0.040927798,0.226284548,,,
TwinsUK,OTU,198947,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__,0.279582146,0.464607258,Lean,0.0627,0.06642371,(0?0.19),1.12E-13,(0?0.11),0.93357629,(0.81?1),0.122506879,-0.042181183,0.329376124,,,
TwinsUK,OTU,4347159,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__adolescentis,0.280754886,0.465612187,Obese,<0.0001,0.351817736,(0.19?0.47),4.50E-15,(0?0.1),0.648182264,(0.53?0.77),0.418490156,0.047210444,0.742559424,,,
TwinsUK,OTU,182054,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__,0.281211321,0.465612187,Obese,0.1949,0.093788511,(0?0.22),4.63E-12,(0?0),0.906211489,(0.78?1),0.105397325,0.031202012,0.148390627,,,
TwinsUK,OTU,198127,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__,0.284075192,0.469498817,Obese,0.1564,0.184766914,(0?0.3),1.80E-11,(0?0),0.815233086,(0.7?0.95),0.196124263,0.083165957,0.225916612,,,
TwinsUK,OTU,307238,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__,0.28645277,0.472569088,Lean,0.0544,0.124081808,(0?0.25),5.75E-13,(0?0),0.875918192,(0.75?1),0.161262806,0.012484554,0.297556504,,,
TwinsUK,OTU,148279,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__,0.287625494,0.472787657,Lean,0.3224,0.105334601,(0?0.3),0.05864677,(0?0.22),0.836018628,(0.7?0.96),0.163543096,0.114771115,0.097543963,,,
